"","list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender","truck_det_acc","location_error","trial_n_block","block","trial_n","x","y","fixations","center_low","fixation_error","fixation_prediction","age_group"
"125","lists/102/stimuli_position_map_1_seq_2.csv","1.726823296221","311.226890756303","41.2268907563025","221.226890756303","high","target","98.9898704840066","human-made","0","",0,0,NA,"google_map_2.png","147.762979727704","2","objects/1/1_25.jpg","0.0","None","None","Candle_Blue.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,25,1,84,1098,782.599975585938,299.632848796529,"311.226890756303",159.357021687478,11.5940419597742,"CH"
"127","lists/102/stimuli_position_map_1_seq_2.csv","5.53715177443862","311.226890756303","41.2268907563025","221.226890756303","low","target","317.416343757628","human-made","1","",NA,NA,NA,"google_map_2.png","6.18945300132527","2","objects/1/1_121.jpg","1.0","","","Dreidel.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,27,1,85,971.099975585938,728.200012207031,273.3753762244,"311.226890756303",44.0409675332278,37.8515145319028,"CH"
"128","lists/102/stimuli_position_map_1_seq_2.csv","0.56844189729079","311.226890756303","41.2268907563025","221.226890756303","medium","target","32.5858412459688","human-made","0","",0,0,NA,"google_map_2.png","81.3589504896663","2","objects/1/1_51.jpg","0.0","None","None","Qtip_Single.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,28,1,86,785.900024414062,-7.59999990463257,107.637164822249,"311.226890756303",75.05132357628,156.410274065946,"CH"
"129","lists/102/stimuli_position_map_1_seq_2.csv","0.185632839032945","311.226890756303","41.2268907563025","221.226890756303","medium","target","10.6413729381943","human-made","0","",0,0,NA,"google_map_2.png","59.4144821818918","2","objects/1/1_61.jpg","0.0","None","None","Cage_Bird.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,29,1,87,931.700012207031,647.200012207031,255.211729817482,"311.226890756303",115.429643120712,56.0151609388209,"CH"
"131","lists/102/stimuli_position_map_1_seq_2.csv","6.01236588491002","311.226890756303","41.2268907563025","221.226890756303","low","target","344.657916969364","natural","0","",NA,NA,NA,"google_map_2.png","33.4310262130618","2","objects/1/1_84.jpg","1.0","","","Toad.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,31,1,88,917.700012207031,761.799987792969,259.202647756973,"311.226890756303",85.4552692123906,52.0242429993297,"CH"
"132","lists/102/stimuli_position_map_1_seq_2.csv","5.70110830999066","311.226890756303","221.226890756303","302.680672268908","singletons","singletons","326.81512605042","natural","0","",0,0,NA,"google_map_2.png","None","2","objects/1/1_77.jpg","0.0","None","None","Leaf_Yellow.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,32,1,89,1138.19995117188,723.200012207031,314.207348791352,"311.226890756303",12.6077772590681,2.98045803504891,"CH"
"133","lists/102/stimuli_position_map_1_seq_2.csv","5.7080234488413","311.226890756303","41.2268907563025","221.226890756303","low","truck_det","327.211535283896","None","0","",0,0,NA,"google_map_2.png","15.9846445275939","2","truck_2.png","None","None","None","None","truck_2.png",NA,"",102,"r",NA,"encoding","",9,"m",0,NA,33,1,90,NA,NA,NA,"311.226890756303",NA,NA,"CH"
"134","lists/102/stimuli_position_map_1_seq_2.csv","0.650547034116493","311.226890756303","41.2268907563025","221.226890756303","medium","target","37.2925051404359","human-made","0","",1,0,NA,"google_map_2.png","86.0656143841334","2","objects/1/1_106.jpg","0.0","None","None","Pants.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,34,1,91,1099,735.799987792969,305.371251461892,"311.226890756303",91.9212536785443,5.85563929441145,"CH"
"136","lists/102/stimuli_position_map_1_seq_2.csv","5.9645287777201","311.226890756303","41.2268907563025","221.226890756303","low","target","341.915662417076","human-made","1","",NA,NA,NA,"google_map_2.png","30.6887716607732","2","objects/2/2_4.jpg","1.0","","","PencilSharpener.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,36,1,92,1080.59997558594,703.099975585938,306.480096576449,"311.226890756303",35.435565840627,4.74679417985396,"CH"
"138","lists/102/stimuli_position_map_1_seq_2.csv","4.87451322385654","311.226890756303","41.2268907563025","221.226890756303","low","target","279.430694361203","human-made","1","",NA,NA,NA,"google_map_2.png","31.7961963950997","2","objects/1/1_122.jpg","1.0","","","Button.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,38,1,93,893.700012207031,716.200012207031,249.37984246295,"311.226890756303",30.0508518982529,61.8470482933529,"CH"
"139","lists/102/stimuli_position_map_1_seq_2.csv","1.69163751448508","311.226890756303","41.2268907563025","221.226890756303","high","target","96.9728511488261","human-made","0","",0,0,NA,"google_map_2.png","145.745960392524","2","objects/1/1_53.jpg","0.0","None","None","RemoteControl.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,39,1,94,1015.40002441406,791.5,282.422633869822,"311.226890756303",174.550217279004,28.8042568864806,"CH"
"140","lists/102/stimuli_position_map_1_seq_2.csv","0.720433015371703","311.226890756303","41.2268907563025","221.226890756303","medium","target","41.2987078875499","natural","0","",0,0,NA,"google_map_2.png","90.0718171312474","2","objects/1/1_17.jpg","0.0","None","None","Blueberry.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,40,1,95,868.900024414062,613.700012207031,218.972908977595,"311.226890756303",177.674201090045,92.2539817787078,"CH"
"141","lists/102/stimuli_position_map_1_seq_2.csv","0.458369084748005","311.226890756303","41.2268907563025","221.226890756303","medium","target","26.2759347944716","natural","0","",0,0,NA,"google_map_2.png","75.0490440381691","2","objects/1/1_107.jpg","0.0","None","None","Kiwi.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,41,1,96,796.900024414062,652.099975585938,214.50106602027,"311.226890756303",171.774868774202,96.7258247360335,"CH"
"142","lists/102/stimuli_position_map_1_seq_2.csv","5.46636837580502","311.226890756303","41.2268907563025","221.226890756303","low","truck_det","313.358696702199","None","0","",0,0,NA,"google_map_2.png","2.13180594589616","2","truck_3.png","None","None","space","None","truck_3.png",NA,"",102,"r",NA,"encoding","",9,"m",1,NA,42,1,97,938.900024414062,749.599975585938,264.251524145387,"311.226890756303",49.1071725568119,46.975366610916,"CH"
"143","lists/102/stimuli_position_map_1_seq_2.csv","2.22614147069169","311.226890756303","41.2268907563025","221.226890756303","high","target","127.613205326275","human-made","0","",0,0,NA,"google_map_2.png","176.386314569972","2","objects/1/1_4.jpg","0.0","None","None","Comb_1.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,43,1,98,845.700012207031,858.099975585938,250.235573617948,"311.226890756303",122.622368291673,60.9913171383547,"CH"
"144","lists/102/stimuli_position_map_1_seq_2.csv","1.08932885322723","311.226890756303","41.2268907563025","221.226890756303","medium","target","62.4456030512424","natural","0","",0,0,NA,"google_map_2.png","111.21871229494","2","objects/1/1_72.jpg","0.0","None","None","Ferret.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,44,2,99,1043,697.200012207031,297.833596072183,"311.226890756303",124.61200697906,13.3932946841203,"CH"
"145","lists/102/stimuli_position_map_1_seq_2.csv","3.01715592903828","311.226890756303","311.226890756303","317.764705882353","singletons","singletons","172.957983193277","natural","0","",0,0,NA,"google_map_2.png","None","2","objects/1/1_73.jpg","0.0","None","None","Ginger.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,45,2,100,1065.69995117188,484.700012207031,27.6176167954228,"311.226890756303",145.340366397854,76.3907260391198,"CH"
"146","lists/102/stimuli_position_map_1_seq_2.csv","0.491083099906629","311.226890756303","221.226890756303","257.428571428571","singletons","singletons","28.1512605042017","natural","0","",0,0,NA,"google_map_2.png","None","2","objects/1/1_49.jpg","0.0","None","None","Plum.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,46,2,101,1066.40002441406,747.299987792969,297.169885301116,"311.226890756303",90.9813752030857,14.057005455187,"CH"
"147","lists/102/stimuli_position_map_1_seq_2.csv","5.32902582811396","311.226890756303","41.2268907563025","221.226890756303","low","target","305.485557025641","human-made","0","",0,0,NA,"google_map_2.png","5.74133373066135","2","objects/1/1_30.jpg","0.0","None","None","Hammer.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,47,2,102,1091.69995117188,668.700012207031,315.660047089104,"311.226890756303",10.1744900634628,4.43315633280082,"CH"
"148","lists/102/stimuli_position_map_1_seq_2.csv","5.80453357815948","311.226890756303","41.2268907563025","221.226890756303","low","truck_det","332.743963079206","None","0","",0,0,NA,"google_map_2.png","21.5170723229035","2","truck_2.png","None","None","None","None","truck_2.png",NA,"",102,"r",NA,"encoding","",9,"m",0,NA,48,2,103,1092.90002441406,700.599975585938,309.608507203132,"311.226890756303",23.135455876074,1.61838355317099,"CH"
"149","lists/102/stimuli_position_map_1_seq_2.csv","2.38563772175537","311.226890756303","311.226890756303","221.226890756303","singletons","singletons","136.756302521008","natural","0","",1,0,NA,"google_map_2.png","None","2","objects/1/1_9.jpg","0.0","None","None","Lobster.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,49,2,104,798.099975585938,462.100006103516,154.304949953887,"311.226890756303",17.5486474328792,156.921940802416,"CH"
"150","lists/102/stimuli_position_map_1_seq_2.csv","2.36596312270968","311.226890756303","41.2268907563025","221.226890756303","high","target","135.628459263612","natural","0","",1,0,NA,"google_map_2.png","175.59843149269","2","objects/1/1_120.jpg","0.0","None","None","Honeydew_Green.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,50,2,105,NA,NA,NA,"311.226890756303",NA,NA,"CH"
"152","lists/102/stimuli_position_map_1_seq_2.csv","5.01005966255871","311.226890756303","41.2268907563025","221.226890756303","low","target","287.200872375977","human-made","1","",NA,NA,NA,"google_map_2.png","24.0260183803252","2","objects/1/1_13.jpg","1.0","","","LicensePlate.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,52,2,106,1574.59997558594,-539.900024414062,60.354638646825,"311.226890756303",133.153766270848,109.127747890522,"CH"
"153","lists/102/stimuli_position_map_1_seq_2.csv","5.49803229533282","311.226890756303","41.2268907563025","221.226890756303","low","target","315.173825847104","natural","0","",0,0,NA,"google_map_2.png","3.94693509080166","2","objects/1/1_99.jpg","0.0","None","None","Peach.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,53,2,107,771,530.099975585938,177.001525479379,"311.226890756303",138.172300367725,134.225365276924,"CH"
"154","lists/102/stimuli_position_map_1_seq_2.csv","1.54427056668795","311.226890756303","41.2268907563025","221.226890756303","high","target","88.5250643324302","human-made","0","",0,0,NA,"google_map_2.png","137.298173576128","2","objects/1/1_126.jpg","0.0","None","None","RugRoled.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,54,2,108,NA,NA,NA,"311.226890756303",NA,NA,"CH"
"302","lists/102/stimuli_position_map_2_seq_1.csv","0.11507669575535","41.2268907563025","131.226890756303","311.226890756303","low","first7","6.59675325986083","human-made","1","",NA,NA,NA,"google_map_1.png","34.6301374964417","1","objects/2/2_34.jpg","1.0","","","Candelabra.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,2,2,109,1315.40002441406,525.299987792969,2.36851093175464,"41.2268907563025",4.22824232810619,38.8583798245479,"CH"
"303","lists/102/stimuli_position_map_2_seq_1.csv","0.623038029713547","41.2268907563025","131.226890756303","311.226890756303","low","first7","35.7155558434517","natural","0","",0,0,NA,"google_map_1.png","5.51133491285076","1","objects/2/2_28.jpg","1.0","None","None","Zucchini.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,3,2,110,NA,NA,NA,"41.2268907563025",NA,NA,"CH"
"305","lists/102/stimuli_position_map_2_seq_1.csv","0.390877868067537","41.2268907563025","131.226890756303","311.226890756303","low","first7","22.4070115452728","natural","1","",NA,NA,NA,"google_map_1.png","18.8198792110297","1","objects/1/1_124.jpg","1.0","","","Dill.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,5,2,111,1171,548.900024414062,357.584683700355,"41.2268907563025",24.8223278449177,43.6422070559474,"CH"
"307","lists/102/stimuli_position_map_2_seq_1.csv","0.389140863262655","41.2268907563025","131.226890756303","311.226890756303","low","first7","22.3074380214261","human-made","1","",NA,NA,NA,"google_map_1.png","18.9194527348764","1","objects/1/1_57.jpg","1.0","","","Chest_Toys.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,7,2,112,1273.30004882812,438,18.0335138625336,"41.2268907563025",4.27392415889254,23.1933768937689,"CH"
"309","lists/102/stimuli_position_map_2_seq_1.csv","0.986749752105846","41.2268907563025","131.226890756303","311.226890756303","low","first7","56.5652724137109","natural","0","",NA,NA,NA,"google_map_1.png","15.3383816574084","1","objects/1/1_95.jpg","1.0","","","Asparagus.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,9,2,113,NA,NA,NA,"41.2268907563025",NA,NA,"CH"
"311","lists/102/stimuli_position_map_2_seq_1.csv","0.60491409749805","41.2268907563025","131.226890756303","311.226890756303","low","first7","34.6766043151749","human-made","1","",NA,NA,NA,"google_map_1.png","6.55028644112764","1","objects/1/1_37.jpg","1.0","","","ComputerKeyboard.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,11,2,114,1034.5,394.899993896484,62.8222680830945,"41.2268907563025",28.1456637679196,21.595377326792,"CH"
"312","lists/102/stimuli_position_map_2_seq_1.csv","0.793564951314341","41.2268907563025","131.226890756303","311.226890756303","low","first7","45.4909844702489","natural","0","",0,0,NA,"google_map_1.png","4.26409371394635","1","objects/2/2_1.jpg","1.0","None","None","Chicken_Raw.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,12,2,115,NA,NA,NA,"41.2268907563025",NA,NA,"CH"
"313","lists/102/stimuli_position_map_2_seq_1.csv","0.644317583280368","41.2268907563025","131.226890756303","311.226890756303","low","truck_det","36.9354028632058","None","0","",0,0,NA,"google_map_1.png","4.29148789309668","1","truck_3.png","None","None","space","None","truck_3.png",NA,"",102,"r",NA,"encoding","",9,"m",1,NA,13,2,116,1147.30004882812,417.5,33.1859219598543,"41.2268907563025",3.74948090335154,8.04096879644824,"CH"
"315","lists/102/stimuli_position_map_2_seq_1.csv","1.60036322081796","41.2268907563025","131.226890756303","311.226890756303","low","target","91.7405667984818","natural","0","",NA,NA,NA,"google_map_1.png","50.5136760421793","1","objects/1/1_40.jpg","1.0","","","Flower_Daisy.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,15,2,117,1542.40002441406,-405.899993896484,58.3789800935519,"41.2268907563025",33.3615867049299,17.1520893372494,"CH"
"316","lists/102/stimuli_position_map_2_seq_1.csv","0.325191156932686","41.2268907563025","131.226890756303","311.226890756303","low","target","18.6415312891349","natural","0","",1,0,NA,"google_map_1.png","22.5853594671676","1","objects/1/1_105.jpg","0.0","None","None","Cherry.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,16,2,118,1173.19995117188,631.799987792969,336.704175236225,"41.2268907563025",41.9373560529103,64.522715520078,"CH"
"317","lists/102/stimuli_position_map_2_seq_1.csv","2.10001324471322","41.2268907563025","131.226890756303","311.226890756303","medium","target","120.382924856172","natural","0","",1,0,NA,"google_map_1.png","79.1560340998694","1","objects/1/1_98.jpg","0.0","space","None","Toy_DonkeyFur.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,17,2,119,NA,NA,NA,"41.2268907563025",NA,NA,"CH"
"318","lists/102/stimuli_position_map_2_seq_1.csv","4.55670265290656","41.2268907563025","131.226890756303","311.226890756303","high","target","261.212253988274","natural","0","",1,0,NA,"google_map_1.png","140.014636768028","1","objects/1/1_74.jpg","0.0","None","None","CartonEggs.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,18,2,120,1115.59997558594,545,358.159508997166,"41.2268907563025",96.9472550088918,43.0673817591366,"CH"
"319","lists/102/stimuli_position_map_2_seq_1.csv","0.91160306863668","41.2268907563025","131.226890756303","311.226890756303","low","target","52.2575007498733","human-made","0","",0,0,NA,"google_map_1.png","11.0306099935708","1","objects/1/1_68.jpg","0.0","None","None","Ladle.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,19,2,121,1093,545.200012207031,357.760999412092,"41.2268907563025",54.4965013377816,43.4658913442108,"CH"
"320","lists/102/stimuli_position_map_2_seq_1.csv","1.29448291837244","41.2268907563025","131.226890756303","311.226890756303","low","target","74.2060271678467","human-made","0","",1,0,NA,"google_map_1.png","32.9791364115442","1","objects/2/2_107.jpg","1.0","None","None","Weights_Dumbells.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,20,2,122,1171.90002441406,428.399993896484,27.7741386519209,"41.2268907563025",46.4318885159258,13.4527521043816,"CH"
